GPU,Model,BatchSize,Optimizer,Epoch,Dataset,Resource,avg Idle time,avg Active time,avg Peak consumption,Execution Time
GTX1080,densenet100-k12,32,sgd,20,imagenet,CPU Util%,0.5972604161261869,0.4027395838738131,0.0,6687.295897
GTX1080,densenet100-k12,32,adam,10,imagenet,GPU Util%,0.9923210811917682,0.007678918808231801,0.9920139244394389,3385.922164
GTX1080,densenet100-k12,32,adam,10,imagenet,GPU Mem Util%,0.9923210811917682,0.007678918808231801,0.0,3385.922164
GTX1080,densenet100-k12,32,adam,10,imagenet,GPU Memory,0.9944711784580731,0.005528821541926896,0.9944711784580731,3385.922164
GTX1080,densenet100-k12,32,adam,10,imagenet,CPU Util%,0.5628135558513361,0.43718644414866387,0.0,3385.922164
GTX1080,densenet100-k12,32,adam,20,imagenet,GPU Util%,0.9961520701862399,0.003847929813760197,0.9956903186085886,6759.904198
GTX1080,densenet100-k12,32,adam,20,imagenet,GPU Mem Util%,0.9961007644553896,0.003899235544610333,0.0,6759.904198
GTX1080,densenet100-k12,32,adam,20,imagenet,GPU Memory,0.9972294905340927,0.0027705094659073418,0.9972294905340927,6759.904198
GTX1080,densenet100-k12,32,adam,20,imagenet,CPU Util%,0.4521061002513981,0.5478938997486019,0.0,6759.904198
GTX1080,densenet100-k12,64,sgd,10,imagenet,GPU Util%,0.9942455242966752,0.005754475703324808,0.9938192668371697,3252.747001
GTX1080,densenet100-k12,64,sgd,10,imagenet,GPU Mem Util%,0.9940323955669225,0.005967604433077579,0.0,3252.747001
GTX1080,densenet100-k12,64,sgd,10,imagenet,GPU Memory,0.9957374254049446,0.004262574595055414,0.9957374254049446,3252.747001
GTX1080,densenet100-k12,64,sgd,10,imagenet,CPU Util%,0.5187553282182438,0.4812446717817562,0.0,3252.747001
GTX1080,densenet100-k12,64,sgd,20,imagenet,GPU Util%,0.9970005356186395,0.0029994643813604713,0.9967327262988752,6477.919817
GTX1080,densenet100-k12,64,sgd,20,imagenet,GPU Mem Util%,0.9968934118907338,0.0031065881092662024,0.0,6477.919817
GTX1080,densenet100-k12,64,sgd,20,imagenet,GPU Memory,0.9977504017139797,0.0022495982860203535,0.9977504017139797,6477.919817
GTX1080,densenet100-k12,64,sgd,20,imagenet,CPU Util%,0.4648098553829673,0.5351901446170326,0.0,6477.919817
GTX1080,densenet100-k12,64,adam,10,imagenet,GPU Util%,0.9919559695173582,0.008044030482641828,0.9916384419983065,3275.950718
GTX1080,densenet100-k12,64,adam,10,imagenet,GPU Mem Util%,0.9919559695173582,0.008044030482641828,0.0,3275.950718
GTX1080,densenet100-k12,64,adam,10,imagenet,GPU Memory,0.9941786621507197,0.005821337849280271,0.9941786621507197,3275.950718
GTX1080,densenet100-k12,64,adam,10,imagenet,CPU Util%,0.4924851820491109,0.507514817950889,0.0,3275.950718
GTX1080,densenet100-k12,64,adam,20,imagenet,GPU Util%,0.9957985427857257,0.0042014572142743175,0.995532627772164,6530.211676999999
GTX1080,densenet100-k12,64,adam,20,imagenet,GPU Mem Util%,0.9957985427857257,0.0042014572142743175,0.0,6530.211676999999
GTX1080,densenet100-k12,64,adam,20,imagenet,GPU Memory,0.9970217518481094,0.0029782481518906556,0.9970217518481094,6530.211676999999
GTX1080,densenet100-k12,64,adam,20,imagenet,CPU Util%,0.5230548316757964,0.4769451683242036,0.0,6530.211676999999
GTX1080,inception3,8,sgd,10,imagenet,GPU Util%,0.9981476581106112,0.0018523418893887271,0.9969127635176854,8133.314773
GTX1080,inception3,8,sgd,10,imagenet,GPU Mem Util%,0.9981476581106112,0.0018523418893887271,0.0,8133.314773
GTX1080,inception3,8,sgd,10,imagenet,GPU Memory,0.9985445885154803,0.0014554114845197143,0.9985445885154803,8133.314773
GTX1080,inception3,8,sgd,10,imagenet,CPU Util%,0.5216988621328393,0.4783011378671606,0.0,8133.314773
GTX1080,inception3,8,sgd,20,imagenet,GPU Util%,0.9990959006813822,0.0009040993186178306,0.9707160025579396,16274.850199
GTX1080,inception3,8,sgd,20,imagenet,GPU Mem Util%,0.9990738494784891,0.0009261505215109484,0.0,16274.850199
GTX1080,inception3,8,sgd,20,imagenet,GPU Memory,0.9992943615074202,0.0007056384925797702,0.9992943615074202,16274.850199
GTX1080,inception3,8,sgd,20,imagenet,CPU Util%,0.48541312928620256,0.5145868707137974,0.0,16274.850199
GTX1080,inception3,8,adam,10,imagenet,GPU Util%,0.9975690223997222,0.002430977600277826,0.994920993227991,8269.590471
GTX1080,inception3,8,adam,10,imagenet,GPU Mem Util%,0.9975256120854314,0.0024743879145685014,0.0,8269.590471
GTX1080,inception3,8,adam,10,imagenet,GPU Memory,0.9983069977426636,0.001693002257336343,0.9983069977426636,8269.590471
GTX1080,inception3,8,adam,10,imagenet,CPU Util%,0.468831394339295,0.531168605660705,0.0,8269.590471
GTX1080,inception3,8,adam,20,imagenet,GPU Util%,0.9987867495721126,0.0012132504278874277,0.9581861906103083,16586.181948999998
GTX1080,inception3,8,adam,20,imagenet,GPU Mem Util%,0.9987650843859003,0.0012349156140997032,0.0,16586.181948999998
GTX1080,inception3,8,adam,20,imagenet,GPU Memory,0.9991550577377213,0.0008449422622787443,0.9991550577377213,16586.181948999998
GTX1080,inception3,8,adam,20,imagenet,CPU Util%,0.4766990922286977,0.5233009077713023,0.0,16586.181948999998
GTX1080,inception3,16,sgd,10,imagenet,GPU Util%,0.9977473853580048,0.002252614641995173,0.9976937516760526,6702.381514000001
GTX1080,inception3,16,sgd,10,imagenet,GPU Mem Util%,0.9976937516760526,0.002306248323947439,0.0,6702.381514000001
GTX1080,inception3,16,sgd,10,imagenet,GPU Memory,0.9982300884955753,0.0017699115044247787,0.9982300884955753,6702.381514000001
GTX1080,inception3,16,sgd,10,imagenet,CPU Util%,0.7921694824349692,0.20783051756503085,0.0,6702.381514000001
GTX1080,inception3,16,sgd,20,imagenet,GPU Util%,0.9989002145922746,0.0010997854077253219,0.9983637339055794,13404.447078
GTX1080,inception3,16,sgd,20,imagenet,GPU Mem Util%,0.9988733905579399,0.0011266094420600858,0.0,13404.447078
GTX1080,inception3,16,sgd,20,imagenet,GPU Memory,0.9991416309012876,0.0008583690987124463,0.9991416309012876,13404.447078
GTX1080,inception3,16,sgd,20,imagenet,CPU Util%,0.20523068669527897,0.794769313304721,0.0,13404.447078
GTX1080,inception3,16,adam,10,imagenet,GPU Util%,0.003021788686847267,0.9969782113131528,0.9969251974765414,6786.417484
GTX1080,inception3,16,adam,10,imagenet,GPU Mem Util%,0.9969251974765414,0.0030748025234586225,0.0,6786.417484
GTX1080,inception3,16,adam,10,imagenet,GPU Memory,0.9978264326989345,0.0021735673010655782,0.9978264326989345,6786.417484
GTX1080,inception3,16,adam,10,imagenet,CPU Util%,0.39198430790436306,0.608015692095637,0.0,6786.417484
GTX1080,inception3,16,adam,20,imagenet,GPU Util%,0.998513287493031,0.001486712506968965,0.9981150609286643,13553.91827
GTX1080,inception3,16,adam,20,imagenet,GPU Mem Util%,0.9984867390554066,0.0015132609445934106,0.0,13553.91827
GTX1080,inception3,16,adam,20,imagenet,GPU Memory,0.9989646109326467,0.0010353890673533862,0.9989646109326467,13553.91827
GTX1080,inception3,16,adam,20,imagenet,CPU Util%,0.6776754188016035,0.32232458119839646,0.0,13553.91827
GTX1080,inception3,32,sgd,10,imagenet,GPU Util%,0.9974803703269659,0.002519629673034103,0.9974803703269659,6131.743388
GTX1080,inception3,32,sgd,10,imagenet,GPU Mem Util%,0.9974803703269659,0.002519629673034103,0.0,6131.743388
GTX1080,inception3,32,sgd,10,imagenet,GPU Memory,0.9980663307160436,0.0019336692839564045,0.9980663307160436,6131.743388
GTX1080,inception3,32,sgd,10,imagenet,CPU Util%,0.44509551154341964,0.5549044884565804,0.0,6131.743388
GTX1080,inception3,32,sgd,20,imagenet,GPU Util%,0.9987374478830231,0.0012625521169769218,0.998708086205884,12257.322911
GTX1080,inception3,32,sgd,20,imagenet,GPU Mem Util%,0.6193845792471666,0.3806154207528334,0.0,12257.322911
GTX1080,inception3,32,sgd,20,imagenet,GPU Memory,0.999031064654413,0.0009689353455869399,0.999031064654413,12257.322911
GTX1080,inception3,32,sgd,20,imagenet,CPU Util%,0.49183745375535853,0.5081625462446415,0.0,12257.322911
GTX1080,inception3,32,adam,10,imagenet,GPU Util%,0.9967400162999185,0.0032599837000814994,0.9967400162999185,6180.110384
GTX1080,inception3,32,adam,10,imagenet,GPU Mem Util%,0.9967400162999185,0.0032599837000814994,0.0,6180.110384
GTX1080,inception3,32,adam,10,imagenet,GPU Memory,0.9976714402142275,0.0023285597857724996,0.9976714402142275,6180.110384
GTX1080,inception3,32,adam,10,imagenet,CPU Util%,0.5486668995226452,0.45133310047735475,0.0,6180.110384
GTX1080,inception3,32,adam,20,imagenet,GPU Util%,0.9983934100601741,0.001606589939825904,0.9983349886078168,12325.259682
GTX1080,inception3,32,adam,20,imagenet,GPU Mem Util%,0.6535315767949991,0.3464684232050009,0.0,12325.259682
GTX1080,inception3,32,adam,20,imagenet,GPU Memory,0.9988315709528539,0.001168429047146112,0.9988315709528539,12325.259682
GTX1080,inception3,32,adam,20,imagenet,CPU Util%,0.5371268329730677,0.46287316702693226,0.0,12325.259682
GTX1080,inception3,64,sgd,10,imagenet,GPU Util%,0.9973650346222195,0.0026349653777805013,0.9973037563576199,5881.199579
GTX1080,inception3,64,sgd,10,imagenet,GPU Mem Util%,0.6496721612843924,0.3503278387156076,0.0,5881.199579
GTX1080,inception3,64,sgd,10,imagenet,GPU Memory,0.997977817268215,0.0020221827317850358,0.997977817268215,5881.199579
GTX1080,inception3,64,sgd,10,imagenet,CPU Util%,0.38586923218334457,0.6141307678166554,0.0,5881.199579
GTX1080,inception3,64,sgd,20,imagenet,GPU Util%,0.9987412501535061,0.0012587498464939212,0.9986491465062016,11743.919632
GTX1080,inception3,64,sgd,20,imagenet,GPU Mem Util%,0.3466167260223505,0.6533832739776495,0.0,11743.919632
GTX1080,inception3,64,sgd,20,imagenet,GPU Memory,0.9990175610954194,0.0009824389045806213,0.9990175610954194,11743.919632
GTX1080,inception3,64,sgd,20,imagenet,CPU Util%,0.6140550165786565,0.3859449834213435,0.0,11743.919632
GTX1080,inception3,64,adam,10,imagenet,GPU Util%,0.9967051070840197,0.0032948929159802307,0.9965220574775764,5905.192188999999
GTX1080,inception3,64,adam,10,imagenet,GPU Mem Util%,0.34065531759106715,0.6593446824089328,0.0,5905.192188999999
GTX1080,inception3,64,adam,10,imagenet,GPU Memory,0.9975593385807554,0.0024406614192446154,0.9975593385807554,5905.192188999999
GTX1080,inception3,64,adam,10,imagenet,CPU Util%,0.6127280493013607,0.38727195069863934,0.0,5905.192188999999
GTX1080,inception3,64,adam,20,imagenet,GPU Util%,0.9982517482517482,0.0017482517482517483,0.9982210771684455,11759.132177
GTX1080,inception3,64,adam,20,imagenet,GPU Mem Util%,0.6784136915715863,0.3215863084284137,0.0,11759.132177
GTX1080,inception3,64,adam,20,imagenet,GPU Memory,0.9987731566678935,0.00122684333210649,0.9987731566678935,11759.132177
GTX1080,inception3,64,adam,20,imagenet,CPU Util%,0.6166421298000245,0.38335787019997547,0.0,11759.132177
GTX1080,inception4,8,sgd,10,imagenet,GPU Util%,0.9987393349992121,0.0012606650007879155,0.9980414668737759,16012.674811
GTX1080,inception4,8,sgd,10,imagenet,GPU Mem Util%,0.5632246009770153,0.4367753990229846,0.0,16012.674811
GTX1080,inception4,8,sgd,10,imagenet,GPU Memory,0.9990770131244231,0.0009229868755768667,0.9990770131244231,16012.674811
GTX1080,inception4,8,sgd,10,imagenet,CPU Util%,0.6102744197564215,0.3897255802435785,0.0,16012.674811
GTX1080,inception4,8,sgd,20,imagenet,GPU Util%,0.9993822098913813,0.0006177901086187337,0.9835330854684534,32126.266745
GTX1080,inception4,8,sgd,20,imagenet,GPU Mem Util%,0.49460276096015815,0.5053972390398418,0.0,32126.266745
GTX1080,inception4,8,sgd,20,imagenet,GPU Memory,0.9995506981028227,0.00044930189717726086,0.9995506981028227,32126.266745
GTX1080,inception4,8,sgd,20,imagenet,CPU Util%,0.6203398968852146,0.37966010311478543,0.0,32126.266745
GTX1080,inception4,8,adam,10,imagenet,GPU Util%,0.9982134980149978,0.0017865019850022055,0.9977723864137626,16325.783317
GTX1080,inception4,8,adam,10,imagenet,GPU Mem Util%,0.9982134980149978,0.0017865019850022055,0.0,16325.783317
GTX1080,inception4,8,adam,10,imagenet,GPU Memory,0.9988310542567269,0.0011689457432730482,0.9988310542567269,16325.783317
GTX1080,inception4,8,adam,10,imagenet,CPU Util%,0.563718570798412,0.436281429201588,0.0,16325.783317
GTX1080,inception4,8,adam,20,imagenet,GPU Util%,0.9990820919456334,0.0009179080543666987,0.9837651924842131,32674.014942
GTX1080,inception4,8,adam,20,imagenet,GPU Mem Util%,0.48203443814073854,0.5179655618592615,0.0,32674.014942
GTX1080,inception4,8,adam,20,imagenet,GPU Memory,0.9994249250743726,0.0005750749256273293,0.9994249250743726,32674.014942
GTX1080,inception4,8,adam,20,imagenet,CPU Util%,0.6128529245877709,0.3871470754122292,0.0,32674.014942
GTX1080,inception4,16,sgd,10,imagenet,GPU Util%,0.9985242822645559,0.0014757177354440569,0.9983901261067883,13470.793777
GTX1080,inception4,16,sgd,10,imagenet,GPU Mem Util%,0.49924872551650123,0.5007512744834988,0.0,13470.793777
GTX1080,inception4,16,sgd,10,imagenet,GPU Memory,0.9988999195063053,0.0011000804936946605,0.9988999195063053,13470.793777
GTX1080,inception4,16,sgd,10,imagenet,CPU Util%,0.46471693050711027,0.5352830694928897,0.00016098738932116983,13470.793777
GTX1080,inception4,16,sgd,20,imagenet,GPU Util%,0.9992350533449641,0.0007649466550358989,0.9986445682077434,26973.933378
GTX1080,inception4,16,sgd,20,imagenet,GPU Mem Util%,0.525182849090787,0.4748171509092129,0.0,26973.933378
GTX1080,inception4,16,sgd,20,imagenet,GPU Memory,0.9994363550962894,0.0005636449037106623,0.9994363550962894,26973.933378
GTX1080,inception4,16,sgd,20,imagenet,CPU Util%,0.5006374555458633,0.49936254445413675,0.0,26973.933378
GTX1080,inception4,16,adam,10,imagenet,GPU Util%,0.9977462548057802,0.0022537451942198066,0.9976932255070927,13636.828996
GTX1080,inception4,16,adam,10,imagenet,GPU Mem Util%,0.48513853904282117,0.5148614609571789,0.0,13636.828996
GTX1080,inception4,16,adam,10,imagenet,GPU Memory,0.9985947235847806,0.0014052764152194088,0.9985947235847806,13636.828996
GTX1080,inception4,16,adam,10,imagenet,CPU Util%,0.5327588492642185,0.46724115073578154,0.0,13636.828996
GTX1080,inception4,16,adam,20,imagenet,GPU Util%,0.9988837654312784,0.0011162345687215128,0.9981927630792128,27227.328363
GTX1080,inception4,16,adam,20,imagenet,GPU Mem Util%,0.5069299562808127,0.4930700437191873,0.0,27227.328363
GTX1080,inception4,16,adam,20,imagenet,GPU Memory,0.9993089976479343,0.0006910023520656983,0.9993089976479343,27227.328363
GTX1080,inception4,16,adam,20,imagenet,CPU Util%,0.4730176870025115,0.5269823129974884,0.0,27227.328363
GTX1080,inception4,32,sgd,10,imagenet,GPU Util%,0.998402926999245,0.00159707300075498,0.9983448516173994,12472.811832
GTX1080,inception4,32,sgd,10,imagenet,GPU Mem Util%,0.707677565479993,0.29232243452000695,0.0,12472.811832
GTX1080,inception4,32,sgd,10,imagenet,GPU Memory,0.9988094546721644,0.0011905453278355305,0.9988094546721644,12472.811832
GTX1080,inception4,32,sgd,10,imagenet,CPU Util%,0.46715837156629303,0.532841628433707,0.0,12472.811832
GTX1080,inception4,32,sgd,20,imagenet,GPU Util%,0.9991857624752821,0.0008142375247179248,0.9991566825636851,24957.29834
GTX1080,inception4,32,sgd,20,imagenet,GPU Mem Util%,0.2930237292078632,0.7069762707921368,0.0,24957.29834
GTX1080,inception4,32,sgd,20,imagenet,GPU Memory,0.99940386181226,0.0005961381877399093,0.99940386181226,24957.29834
GTX1080,inception4,32,sgd,20,imagenet,CPU Util%,0.4527160637431662,0.5472839362568338,0.0,24957.29834
GTX1080,inception4,32,adam,10,imagenet,GPU Util%,0.9975664165483674,0.0024335834516325287,0.9975084740852334,12504.009152
GTX1080,inception4,32,adam,10,imagenet,GPU Mem Util%,0.7266564301648463,0.2733435698351537,0.0,12504.009152
GTX1080,inception4,32,adam,10,imagenet,GPU Memory,0.9984645247269461,0.0015354752730538574,0.9984645247269461,12504.009152
GTX1080,inception4,32,adam,10,imagenet,CPU Util%,0.470695599269925,0.529304400730075,0.0,12504.009152
GTX1080,inception4,32,adam,20,imagenet,GPU Util%,0.9987665428372416,0.0012334571627583004,0.998737520315765,25024.211289
GTX1080,inception4,32,adam,20,imagenet,GPU Mem Util%,0.7327315997213838,0.2672684002786162,0.0,25024.211289
GTX1080,inception4,32,adam,20,imagenet,GPU Memory,0.99921639192013,0.0007836080798699791,0.99921639192013,25024.211289
GTX1080,inception4,32,adam,20,imagenet,CPU Util%,0.464345832365916,0.535654167634084,0.0,25024.211289
GTX1080,inception4,64,sgd,10,imagenet,GPU Util%,0.9572649572649573,0.042735042735042736,0.03418803418803419,37.021114
GTX1080,inception4,64,sgd,10,imagenet,GPU Mem Util%,0.9658119658119658,0.03418803418803419,0.0,37.021114
GTX1080,inception4,64,sgd,10,imagenet,GPU Memory,0.6410256410256411,0.358974358974359,0.6410256410256411,37.021114
GTX1080,inception4,64,sgd,10,imagenet,CPU Util%,0.39316239316239315,0.6068376068376068,0.0,37.021114
GTX1080,inception4,64,sgd,20,imagenet,GPU Util%,0.9649122807017544,0.03508771929824561,0.011695906432748537,56.811346
GTX1080,inception4,64,sgd,20,imagenet,GPU Mem Util%,0.9707602339181286,0.029239766081871343,0.0,56.811346
GTX1080,inception4,64,sgd,20,imagenet,GPU Memory,0.7602339181286549,0.23976608187134502,0.7602339181286549,56.811346
GTX1080,inception4,64,sgd,20,imagenet,CPU Util%,0.7368421052631579,0.2631578947368421,0.0,56.811346
GTX1080,inception4,64,adam,10,imagenet,GPU Util%,0.032432432432432434,0.9675675675675676,0.016216216216216217,62.055694
GTX1080,inception4,64,adam,10,imagenet,GPU Mem Util%,0.9783783783783784,0.021621621621621623,0.0,62.055694
GTX1080,inception4,64,adam,10,imagenet,GPU Memory,0.7243243243243244,0.2756756756756757,0.7243243243243244,62.055694
GTX1080,inception4,64,adam,10,imagenet,CPU Util%,0.6702702702702703,0.32972972972972975,0.0,62.055694
GTX1080,inception4,64,adam,20,imagenet,GPU Util%,0.972972972972973,0.02702702702702703,0.005405405405405406,61.983585
GTX1080,inception4,64,adam,20,imagenet,GPU Mem Util%,0.032432432432432434,0.9675675675675676,0.0,61.983585
GTX1080,inception4,64,adam,20,imagenet,GPU Memory,0.7189189189189189,0.2810810810810811,0.7189189189189189,61.983585
GTX1080,inception4,64,adam,20,imagenet,CPU Util%,0.6864864864864865,0.31351351351351353,0.0,61.983585
GTX1080,resnet20,8,sgd,10,imagenet,GPU Util%,0.9855072463768116,0.014492753623188406,0.0,667.276745
GTX1080,resnet20,8,sgd,10,imagenet,GPU Mem Util%,0.32349896480331264,0.6765010351966874,0.0,667.276745
GTX1080,resnet20,8,sgd,10,imagenet,GPU Memory,0.9875776397515528,0.012422360248447204,0.9875776397515528,667.276745
GTX1080,resnet20,8,sgd,10,imagenet,CPU Util%,0.9917184265010351,0.008281573498964804,0.0,667.276745
GTX1080,resnet20,8,sgd,20,imagenet,GPU Util%,0.23421119918179495,0.7657888008182051,0.0,1356.443198
GTX1080,resnet20,8,sgd,20,imagenet,GPU Mem Util%,0.6289951419074405,0.37100485809255945,0.0,1356.443198
GTX1080,resnet20,8,sgd,20,imagenet,GPU Memory,0.9938634620301713,0.006136537969828688,0.9938634620301713,1356.443198
GTX1080,resnet20,8,sgd,20,imagenet,CPU Util%,0.6251598056762976,0.37484019432370236,0.0,1356.443198
GTX1080,resnet20,8,adam,10,imagenet,GPU Util%,0.984552008238929,0.015447991761071062,0.0,670.565255
GTX1080,resnet20,8,adam,10,imagenet,GPU Mem Util%,0.9840370751802265,0.01596292481977343,0.0,670.565255
GTX1080,resnet20,8,adam,10,imagenet,GPU Memory,0.9866117404737385,0.013388259526261586,0.9866117404737385,670.565255
GTX1080,resnet20,8,adam,10,imagenet,CPU Util%,0.9917610710607621,0.008238928939237899,0.0,670.565255
GTX1080,resnet20,8,adam,20,imagenet,GPU Util%,0.868366821226172,0.13163317877382794,0.0,1346.69856
GTX1080,resnet20,8,adam,20,imagenet,GPU Mem Util%,0.8122102009273571,0.18778979907264295,0.0,1346.69856
GTX1080,resnet20,8,adam,20,imagenet,GPU Memory,0.9933024214322514,0.006697578567748583,0.9933024214322514,1346.69856
GTX1080,resnet20,8,adam,20,imagenet,CPU Util%,0.6378155589902113,0.36218444100978875,0.0,1346.69856
GTX1080,resnet20,16,sgd,10,imagenet,GPU Util%,0.9713701431492843,0.028629856850715747,0.0,336.502492
GTX1080,resnet20,16,sgd,10,imagenet,GPU Mem Util%,0.9713701431492843,0.028629856850715747,0.0,336.502492
GTX1080,resnet20,16,sgd,10,imagenet,GPU Memory,0.9754601226993865,0.024539877300613498,0.9754601226993865,336.502492
GTX1080,resnet20,16,sgd,10,imagenet,CPU Util%,0.983640081799591,0.016359918200409,0.0,336.502492
GTX1080,resnet20,16,sgd,20,imagenet,GPU Util%,0.9838204592901879,0.016179540709812108,0.0,663.798863
GTX1080,resnet20,16,sgd,20,imagenet,GPU Mem Util%,0.9838204592901879,0.016179540709812108,0.0,663.798863
GTX1080,resnet20,16,sgd,20,imagenet,GPU Memory,0.9874739039665971,0.012526096033402923,0.9874739039665971,663.798863
GTX1080,resnet20,16,sgd,20,imagenet,CPU Util%,0.9916492693110647,0.008350730688935281,0.0,663.798863
GTX1080,resnet20,16,adam,10,imagenet,GPU Util%,0.9696652719665272,0.030334728033472803,0.0,328.450784
GTX1080,resnet20,16,adam,10,imagenet,GPU Mem Util%,0.9696652719665272,0.030334728033472803,0.0,328.450784
GTX1080,resnet20,16,adam,10,imagenet,GPU Memory,0.9728033472803347,0.027196652719665274,0.9728033472803347,328.450784
GTX1080,resnet20,16,adam,10,imagenet,CPU Util%,0.9832635983263598,0.016736401673640166,0.0,328.450784
GTX1080,resnet20,16,adam,20,imagenet,GPU Util%,0.9848721961398018,0.015127803860198226,0.0,664.243399
GTX1080,resnet20,16,adam,20,imagenet,GPU Mem Util%,0.9848721961398018,0.015127803860198226,0.0,664.243399
GTX1080,resnet20,16,adam,20,imagenet,GPU Memory,0.9864371413667188,0.013562858633281168,0.9864371413667188,664.243399
GTX1080,resnet20,16,adam,20,imagenet,CPU Util%,0.9916536254564423,0.008346374543557642,0.0,664.243399
GTX1080,resnet20,32,sgd,10,imagenet,GPU Util%,0.05390334572490706,0.9460966542750929,0.0,182.930053
GTX1080,resnet20,32,sgd,10,imagenet,GPU Mem Util%,0.05390334572490706,0.9460966542750929,0.0,182.930053
GTX1080,resnet20,32,sgd,10,imagenet,GPU Memory,0.9553903345724907,0.04460966542750929,0.9553903345724907,182.930053
GTX1080,resnet20,32,sgd,10,imagenet,CPU Util%,0.9219330855018587,0.07806691449814127,0.0,182.930053
GTX1080,resnet20,32,sgd,20,imagenet,GPU Util%,0.9738372093023255,0.02616279069767442,0.0009689922480620155,355.54866400000003
GTX1080,resnet20,32,sgd,20,imagenet,GPU Mem Util%,0.9738372093023255,0.02616279069767442,0.0,355.54866400000003
GTX1080,resnet20,32,sgd,20,imagenet,GPU Memory,0.9777131782945736,0.022286821705426358,0.9777131782945736,355.54866400000003
GTX1080,resnet20,32,sgd,20,imagenet,CPU Util%,0.015503875968992248,0.9844961240310077,0.0,355.54866400000003
GTX1080,resnet20,32,adam,10,imagenet,GPU Util%,0.943502824858757,0.05649717514124294,0.0,180.107416
GTX1080,resnet20,32,adam,10,imagenet,GPU Mem Util%,0.943502824858757,0.05649717514124294,0.0,180.107416
GTX1080,resnet20,32,adam,10,imagenet,GPU Memory,0.9510357815442562,0.04896421845574388,0.9510357815442562,180.107416
GTX1080,resnet20,32,adam,10,imagenet,CPU Util%,0.9698681732580038,0.030131826741996232,0.0,180.107416
GTX1080,resnet20,32,adam,20,imagenet,GPU Util%,0.971042471042471,0.02895752895752896,0.0,356.431307
GTX1080,resnet20,32,adam,20,imagenet,GPU Mem Util%,0.029922779922779922,0.9700772200772201,0.0,356.431307
GTX1080,resnet20,32,adam,20,imagenet,GPU Memory,0.9758687258687259,0.02413127413127413,0.9758687258687259,356.431307
GTX1080,resnet20,32,adam,20,imagenet,CPU Util%,0.9845559845559846,0.015444015444015444,0.0,356.431307
GTX1080,resnet20,64,sgd,10,imagenet,GPU Util%,0.9203539823008849,0.07964601769911504,0.0,113.123157
GTX1080,resnet20,64,sgd,10,imagenet,GPU Mem Util%,0.9174041297935103,0.08259587020648967,0.0,113.123157
GTX1080,resnet20,64,sgd,10,imagenet,GPU Memory,0.9321533923303835,0.06784660766961652,0.9321533923303835,113.123157
GTX1080,resnet20,64,sgd,10,imagenet,CPU Util%,0.9941002949852508,0.0058997050147492625,0.0,113.123157
GTX1080,resnet20,64,sgd,20,imagenet,GPU Util%,0.9586523736600306,0.04134762633996937,0.0,222.459165
GTX1080,resnet20,64,sgd,20,imagenet,GPU Mem Util%,0.9571209800918836,0.042879019908116385,0.0,222.459165
GTX1080,resnet20,64,sgd,20,imagenet,GPU Memory,0.9632465543644717,0.036753445635528334,0.9632465543644717,222.459165
GTX1080,resnet20,64,sgd,20,imagenet,CPU Util%,0.9754977029096478,0.02450229709035222,0.0,222.459165
GTX1080,resnet20,64,adam,10,imagenet,GPU Util%,0.9164265129682997,0.08357348703170028,0.0,115.825027
GTX1080,resnet20,64,adam,10,imagenet,GPU Mem Util%,0.9135446685878963,0.08645533141210375,0.0,115.825027
GTX1080,resnet20,64,adam,10,imagenet,GPU Memory,0.9279538904899135,0.07204610951008646,0.9279538904899135,115.825027
GTX1080,resnet20,64,adam,10,imagenet,CPU Util%,0.9538904899135446,0.04610951008645533,0.0,115.825027
GTX1080,resnet20,64,adam,20,imagenet,GPU Util%,0.9534534534534534,0.046546546546546545,0.0,227.162805
GTX1080,resnet20,64,adam,20,imagenet,GPU Mem Util%,0.9534534534534534,0.046546546546546545,0.0,227.162805
GTX1080,resnet20,64,adam,20,imagenet,GPU Memory,0.9624624624624625,0.03753753753753754,0.9624624624624625,227.162805
GTX1080,resnet20,64,adam,20,imagenet,CPU Util%,0.996996996996997,0.003003003003003003,0.0,227.162805
GTX1080,resnet50,8,sgd,10,imagenet,GPU Util%,0.9979871175523349,0.002012882447665056,0.9976420519898781,6307.2566910000005
GTX1080,resnet50,8,sgd,10,imagenet,GPU Mem Util%,0.9979871175523349,0.002012882447665056,0.0,6307.2566910000005
GTX1080,resnet50,8,sgd,10,imagenet,GPU Memory,0.998389694041868,0.001610305958132045,0.998389694041868,6307.2566910000005
GTX1080,resnet50,8,sgd,10,imagenet,CPU Util%,0.7022659305268001,0.2977340694731999,0.0,6307.2566910000005
GTX1080,resnet50,8,sgd,20,imagenet,GPU Util%,0.9990259833271263,0.0009740166728736357,0.9664250723350617,12664.163734
GTX1080,resnet50,8,sgd,20,imagenet,GPU Mem Util%,0.9989973357779242,0.0010026642220758014,0.0,12664.163734
GTX1080,resnet50,8,sgd,20,imagenet,GPU Memory,0.9991978686223394,0.0008021313776606411,0.9991978686223394,12664.163734
GTX1080,resnet50,8,sgd,20,imagenet,CPU Util%,0.5466238863265248,0.45337611367347525,0.0,12664.163734
GTX1080,resnet50,8,adam,10,imagenet,GPU Util%,0.9972020145495244,0.0027979854504756574,0.995635142697258,6481.976332
GTX1080,resnet50,8,adam,10,imagenet,GPU Mem Util%,0.9972020145495244,0.0027979854504756574,0.0,6481.976332
