GPU,Model,BatchSize,Optimizer,Epoch,Dataset,Resource,avg Idle time,avg Active time,avg Peak consumption,Execution Time
GTX1080,vgg16,8,adam,20,cifar10,GPU Util%,0.9987736445055557,0.001226355494444238,0.9928276784718867,18702.260233
GTX1080,vgg16,8,adam,20,cifar10,GPU Mem Util%,0.9987550633617005,0.0012449366382994537,0.0,18702.260233
GTX1080,vgg16,8,adam,20,cifar10,GPU Memory,0.9995354714036196,0.00046452859638039317,0.9995354714036196,18702.260233
GTX1080,vgg16,8,adam,20,cifar10,CPU Util%,0.571147199821621,0.42885280017837896,0.0,18702.260233
GTX1080,vgg16,16,sgd,10,cifar10,GPU Util%,0.9977691339663654,0.0022308660336345957,0.9977119322731953,6089.873517
GTX1080,vgg16,16,sgd,10,cifar10,GPU Mem Util%,0.997597528886855,0.002402471113144949,0.0,6089.873517
GTX1080,vgg16,16,sgd,10,cifar10,GPU Memory,0.9987415627502574,0.0012584372497425923,0.9987415627502574,6089.873517
GTX1080,vgg16,16,sgd,10,cifar10,CPU Util%,0.4546962590092667,0.5453037409907333,0.0,6089.873517
GTX1080,vgg16,16,sgd,20,cifar10,GPU Util%,0.998854163682718,0.0011458363172820762,0.9988255177747859,12173.395512
GTX1080,vgg16,16,sgd,20,cifar10,GPU Mem Util%,0.9987395800509897,0.0012604199490102838,0.0,12173.395512
GTX1080,vgg16,16,sgd,20,cifar10,GPU Memory,0.9993697900254949,0.0006302099745051419,0.9993697900254949,12173.395512
GTX1080,vgg16,16,sgd,20,cifar10,CPU Util%,0.5245065742358704,0.4754934257641296,0.0,12173.395512
GTX1080,vgg16,16,adam,10,cifar10,GPU Util%,0.9959332191780822,0.004066780821917808,0.9958797089041096,6503.6215250000005
GTX1080,vgg16,16,adam,10,cifar10,GPU Mem Util%,0.9958797089041096,0.004120291095890411,0.0,6503.6215250000005
GTX1080,vgg16,16,adam,10,cifar10,GPU Memory,0.998662243150685,0.0013377568493150684,0.998662243150685,6503.6215250000005
GTX1080,vgg16,16,adam,10,cifar10,CPU Util%,0.6343642979452054,0.3656357020547945,0.0,6503.6215250000005
GTX1080,vgg16,16,adam,20,cifar10,GPU Util%,0.9980175208294264,0.0019824791705735792,0.9979639403113028,13004.766018
GTX1080,vgg16,16,adam,20,cifar10,GPU Mem Util%,0.997937150052241,0.002062849947758995,0.0,13004.766018
GTX1080,vgg16,16,adam,20,cifar10,GPU Memory,0.9993302435234549,0.0006697564765451282,0.9993302435234549,13004.766018
GTX1080,vgg16,16,adam,20,cifar10,CPU Util%,0.3698663166072816,0.6301336833927184,0.0,13004.766018
GTX1080,vgg16,32,sgd,10,cifar10,GPU Util%,0.9975206057763184,0.0024793942236815652,0.9973195738122361,5204.413666
GTX1080,vgg16,32,sgd,10,cifar10,GPU Mem Util%,0.49286336527507874,0.5071366347249212,0.0,5204.413666
GTX1080,vgg16,32,sgd,10,cifar10,GPU Memory,0.9985257655967299,0.00147423440327012,0.9985257655967299,5204.413666
GTX1080,vgg16,32,sgd,10,cifar10,CPU Util%,0.4716209877370502,0.5283790122629498,0.0,5204.413666
GTX1080,vgg16,32,sgd,20,cifar10,GPU Util%,0.9986846099362542,0.0013153900637458262,0.9986171540355493,10347.793777
GTX1080,vgg16,32,sgd,20,cifar10,GPU Mem Util%,0.49128132483388987,0.5087186751661101,0.0,10347.793777
GTX1080,vgg16,32,sgd,20,cifar10,GPU Memory,0.999257985092246,0.0007420149077540558,0.999257985092246,10347.793777
GTX1080,vgg16,32,sgd,20,cifar10,CPU Util%,0.5445040304900671,0.4554959695099329,0.0,10347.793777
GTX1080,vgg16,32,adam,10,cifar10,GPU Util%,0.9950758066606195,0.004924193339380588,0.9949462226253726,5377.61894
GTX1080,vgg16,32,adam,10,cifar10,GPU Mem Util%,0.49993520798237656,0.5000647920176234,0.0,5377.61894
GTX1080,vgg16,32,adam,10,cifar10,GPU Memory,0.9983801995594143,0.0016198004405857198,0.9983801995594143,5377.61894
GTX1080,vgg16,32,adam,10,cifar10,CPU Util%,0.34125955682259945,0.6587404431774005,0.0,5377.61894
GTX1080,vgg16,32,adam,20,cifar10,GPU Util%,0.9988976071590688,0.0011023928409311977,0.9988327605213669,10777.432492
GTX1080,vgg16,32,adam,20,cifar10,GPU Mem Util%,0.5067440503209909,0.49325594967900915,0.0,10777.432492
GTX1080,vgg16,32,adam,20,cifar10,GPU Memory,0.9991894170287271,0.0008105829712729395,0.9991894170287271,10777.432492
GTX1080,vgg16,32,adam,20,cifar10,CPU Util%,0.3196615005511964,0.6803384994488035,0.0,10777.432492
GTX1080,vgg16,64,sgd,10,cifar10,GPU Util%,0.9972451790633609,0.0027548209366391185,0.9970332697605425,4954.71382
GTX1080,vgg16,64,sgd,10,cifar10,GPU Mem Util%,0.48802712439076074,0.5119728756092392,0.0035318217136398955,4954.71382
GTX1080,vgg16,64,sgd,10,cifar10,GPU Memory,0.9984459984459985,0.001554001554001554,0.9984459984459985,4954.71382
GTX1080,vgg16,64,sgd,10,cifar10,CPU Util%,0.37670410397683124,0.6232958960231687,0.0,4954.71382
GTX1080,vgg16,64,sgd,20,cifar10,GPU Util%,0.9985466661940378,0.0014533338059622132,0.9985112190280387,9880.349943
GTX1080,vgg16,64,sgd,20,cifar10,GPU Mem Util%,0.4845273120414023,0.5154726879585977,0.002374960121938251,9880.349943
GTX1080,vgg16,64,sgd,20,cifar10,GPU Memory,0.9992201623480202,0.0007798376519797242,0.9992201623480202,9880.349943
GTX1080,vgg16,64,sgd,20,cifar10,CPU Util%,0.6315267094395803,0.3684732905604197,0.0,9880.349943
GTX1080,vgg16,64,adam,10,cifar10,GPU Util%,0.855072463768116,0.14492753623188406,0.11594202898550725,18.920248
GTX1080,vgg16,64,adam,10,cifar10,GPU Mem Util%,0.8695652173913043,0.13043478260869565,0.0,18.920248
GTX1080,vgg16,64,adam,10,cifar10,GPU Memory,0.6521739130434783,0.34782608695652173,0.6521739130434783,18.920248
GTX1080,vgg16,64,adam,10,cifar10,CPU Util%,0.6521739130434783,0.34782608695652173,0.0,18.920248
GTX1080,vgg16,64,adam,20,cifar10,GPU Util%,0.8405797101449275,0.15942028985507245,0.14492753623188406,18.779031
GTX1080,vgg16,64,adam,20,cifar10,GPU Mem Util%,0.8840579710144928,0.11594202898550725,0.0,18.779031
GTX1080,vgg16,64,adam,20,cifar10,GPU Memory,0.6521739130434783,0.34782608695652173,0.6521739130434783,18.779031
GTX1080,vgg16,64,adam,20,cifar10,CPU Util%,0.6521739130434783,0.34782608695652173,0.0,18.779031
GTX1080,vgg19,8,sgd,10,cifar10,GPU Util%,0.9985098456625865,0.0014901543374135177,0.9984388859322335,9838.87338
GTX1080,vgg19,8,sgd,10,cifar10,GPU Mem Util%,0.9984034060670569,0.0015965939329430547,0.0,9838.87338
GTX1080,vgg19,8,sgd,10,cifar10,GPU Memory,0.9991839631009403,0.0008160368990597836,0.9991839631009403,9838.87338
GTX1080,vgg19,8,sgd,10,cifar10,CPU Util%,0.49164449175093133,0.5083555082490686,0.0,9838.87338
GTX1080,vgg19,8,sgd,20,cifar10,GPU Util%,0.9992744004955314,0.0007255995044686311,0.9930979559331032,19753.927354
GTX1080,vgg19,8,sgd,20,cifar10,GPU Mem Util%,0.9992390053977525,0.0007609946022475887,0.0,19753.927354
GTX1080,vgg19,8,sgd,20,cifar10,GPU Memory,0.9996106539244315,0.00038934607556853374,0.9996106539244315,19753.927354
GTX1080,vgg19,8,sgd,20,cifar10,CPU Util%,0.5259711529953102,0.47402884700468984,0.0,19753.927354
GTX1080,vgg19,8,adam,10,cifar10,GPU Util%,0.9974173722580012,0.0025826277419987577,0.9973846807675962,10669.55704
GTX1080,vgg19,8,adam,10,cifar10,GPU Mem Util%,0.9973519892771912,0.002648010722808853,0.0,10669.55704
GTX1080,vgg19,8,adam,10,cifar10,GPU Memory,0.9991827127398738,0.0008172872601261891,0.9991827127398738,10669.55704
GTX1080,vgg19,8,adam,10,cifar10,CPU Util%,0.5860603484912877,0.41393965150871226,0.0,10669.55704
GTX1080,vgg19,8,adam,20,cifar10,GPU Util%,0.9989427284113275,0.0010572715886725547,0.9928918817807707,21469.932585
GTX1080,vgg19,8,adam,20,cifar10,GPU Mem Util%,0.9989264626945786,0.0010735373054213634,0.0,21469.932585
GTX1080,vgg19,8,adam,20,cifar10,GPU Memory,0.9995933570812798,0.00040664291872021343,0.9995933570812798,21469.932585
GTX1080,vgg19,8,adam,20,cifar10,CPU Util%,0.2767449047642284,0.7232550952357716,0.0,21469.932585
GTX1080,vgg19,16,sgd,10,cifar10,GPU Util%,0.9981610337972167,0.0018389662027833002,0.9981610337972167,7041.477099
GTX1080,vgg19,16,sgd,10,cifar10,GPU Mem Util%,0.9981113320079523,0.0018886679920477136,0.0,7041.477099
GTX1080,vgg19,16,sgd,10,cifar10,GPU Memory,0.9988568588469184,0.0011431411530815109,0.9988568588469184,7041.477099
GTX1080,vgg19,16,sgd,10,cifar10,CPU Util%,0.43851888667992045,0.5614811133200796,0.0,7041.477099
GTX1080,vgg19,16,sgd,20,cifar10,GPU Util%,0.999005296794569,0.0009947032054310795,0.9989804292144332,14085.447086
GTX1080,vgg19,16,sgd,20,cifar10,GPU Mem Util%,0.9989306940541616,0.0010693059458384104,0.0,14085.447086
GTX1080,vgg19,16,sgd,20,cifar10,GPU Memory,0.9994280456568772,0.0005719543431228707,0.9994280456568772,14085.447086
GTX1080,vgg19,16,sgd,20,cifar10,CPU Util%,0.4376445428095392,0.5623554571904608,0.0,14085.447086
GTX1080,vgg19,16,adam,10,cifar10,GPU Util%,0.9964836607435885,0.0035163392564114587,0.9963898916967509,7464.177933
GTX1080,vgg19,16,adam,10,cifar10,GPU Mem Util%,0.9962961226499133,0.0037038773500867365,0.0,7464.177933
GTX1080,vgg19,16,adam,10,cifar10,GPU Memory,0.9988278869145295,0.0011721130854704862,0.9988278869145295,7464.177933
GTX1080,vgg19,16,adam,10,cifar10,CPU Util%,0.997421351211965,0.0025786487880350697,0.0,7464.177933
GTX1080,vgg19,16,adam,20,cifar10,GPU Util%,0.9982054733064154,0.001794526693584567,0.9981346367264056,14837.613648
GTX1080,vgg19,16,adam,20,cifar10,GPU Mem Util%,0.9981346367264056,0.0018653632735944842,0.0,14837.613648
GTX1080,vgg19,16,adam,20,cifar10,GPU Memory,0.9994096951665841,0.000590304833415976,0.9994096951665841,14837.613648
GTX1080,vgg19,16,adam,20,cifar10,CPU Util%,0.539089986068806,0.4609100139311941,0.0,14837.613648
GTX1080,vgg19,32,sgd,10,cifar10,GPU Util%,0.9976646426903316,0.002335357309668379,0.9976062587575899,6011.321148
GTX1080,vgg19,32,sgd,10,cifar10,GPU Mem Util%,0.4273703876693134,0.5726296123306865,0.0,6011.321148
GTX1080,vgg19,32,sgd,10,cifar10,GPU Memory,0.9986571695469407,0.001342830453059318,0.9986571695469407,6011.321148
GTX1080,vgg19,32,sgd,10,cifar10,CPU Util%,0.5394091546006539,0.4605908453993461,0.0,6011.321148
GTX1080,vgg19,32,sgd,20,cifar10,GPU Util%,0.9988307854198942,0.0011692145801058139,0.9988015550553916,12020.902139
GTX1080,vgg19,32,sgd,20,cifar10,GPU Mem Util%,0.4295402063663734,0.5704597936336266,0.0,12020.902139
GTX1080,vgg19,32,sgd,20,cifar10,GPU Memory,0.9993277016164391,0.000672298383560843,0.9993277016164391,12020.902139
GTX1080,vgg19,32,sgd,20,cifar10,CPU Util%,0.4841425272573149,0.5158574727426851,0.0,12020.902139
GTX1080,vgg19,32,adam,10,cifar10,GPU Util%,0.9956041478809738,0.00439585211902615,0.9954914337240758,6222.732069
GTX1080,vgg19,32,adam,10,cifar10,GPU Mem Util%,0.4178313796212804,0.5821686203787195,0.0,6222.732069
GTX1080,vgg19,32,adam,10,cifar10,GPU Memory,0.9985910730387737,0.00140892696122633,0.9985910730387737,6222.732069
GTX1080,vgg19,32,adam,10,cifar10,CPU Util%,0.4189585211902615,0.5810414788097386,0.0,6222.732069
GTX1080,vgg19,32,adam,20,cifar10,GPU Util%,0.9977574019927896,0.0022425980072103783,0.9977006273596957,12367.556615
GTX1080,vgg19,32,adam,20,cifar10,GPU Mem Util%,0.4130638430749141,0.5869361569250858,0.0,12367.556615
GTX1080,vgg19,32,adam,20,cifar10,GPU Memory,0.9992903170863259,0.0007096829136741704,0.9992903170863259,12367.556615
GTX1080,vgg19,32,adam,20,cifar10,CPU Util%,0.46654554744939963,0.5334544525506004,0.0,12367.556615
GTX1080,vgg19,64,sgd,10,cifar10,GPU Util%,0.9977123248498713,0.002287675150128682,0.9976551329711181,6153.421968000001
GTX1080,vgg19,64,sgd,10,cifar10,GPU Mem Util%,0.576265370317415,0.4237346296825851,0.0,6153.421968000001
GTX1080,vgg19,64,sgd,10,cifar10,GPU Memory,0.998684586788676,0.001315413211323992,0.998684586788676,6153.421968000001
GTX1080,vgg19,64,sgd,10,cifar10,CPU Util%,0.6048613096940234,0.39513869030597654,0.0,6153.421968000001
GTX1080,vgg19,64,sgd,20,cifar10,GPU Util%,0.9988533425065933,0.0011466574934067195,0.9988246760692581,12281.407927
GTX1080,vgg19,64,sgd,20,cifar10,GPU Mem Util%,0.5845946565760807,0.41540534342391927,2.8666437335167985e-05,12281.407927
GTX1080,vgg19,64,sgd,20,cifar10,GPU Memory,0.9993406719412912,0.0006593280587088637,0.9993406719412912,12281.407927
GTX1080,vgg19,64,sgd,20,cifar10,CPU Util%,0.605979818828116,0.394020181171884,0.0,12281.407927
GTX1080,vgg19,64,adam,10,cifar10,GPU Util%,0.11224489795918367,0.8877551020408163,0.09183673469387756,29.156255
GTX1080,vgg19,64,adam,10,cifar10,GPU Mem Util%,0.9183673469387755,0.08163265306122448,0.0,29.156255
GTX1080,vgg19,64,adam,10,cifar10,GPU Memory,0.7448979591836735,0.25510204081632654,0.7448979591836735,29.156255
GTX1080,vgg19,64,adam,10,cifar10,CPU Util%,0.7448979591836735,0.25510204081632654,0.0,29.156255
GTX1080,vgg19,64,adam,20,cifar10,GPU Util%,0.8979591836734694,0.10204081632653061,0.09183673469387756,29.085885
GTX1080,vgg19,64,adam,20,cifar10,GPU Mem Util%,0.9081632653061225,0.09183673469387756,0.0,29.085885
GTX1080,vgg19,64,adam,20,cifar10,GPU Memory,0.25510204081632654,0.7448979591836735,0.7448979591836735,29.085885
GTX1080,vgg19,64,adam,20,cifar10,CPU Util%,0.25510204081632654,0.7448979591836735,0.0,29.085885
GTX1080,googlenet,8,sgd,10,cifar10,GPU Util%,0.9942368469975832,0.005763153002416806,0.9892173266406395,1864.383263
GTX1080,googlenet,8,sgd,10,cifar10,GPU Mem Util%,0.9940509388362149,0.00594906116378509,0.0,1864.383263
GTX1080,googlenet,8,sgd,10,cifar10,GPU Memory,0.9951663878044246,0.004833612195575386,0.9951663878044246,1864.383263
GTX1080,googlenet,8,sgd,10,cifar10,CPU Util%,0.6992005949061164,0.30079940509388364,0.0,1864.383263
GTX1080,googlenet,8,sgd,20,cifar10,GPU Util%,0.9971352000739303,0.002864799926069679,0.9244062471120968,3753.660412
GTX1080,googlenet,8,sgd,20,cifar10,GPU Mem Util%,0.9970427871730894,0.0029572128269106366,0.0,3753.660412
GTX1080,googlenet,8,sgd,20,cifar10,GPU Memory,0.9975972645781351,0.0024027354218648924,0.9975972645781351,3753.660412
GTX1080,googlenet,8,sgd,20,cifar10,CPU Util%,0.663894279641438,0.33610572035856207,0.0,3753.660412
GTX1080,googlenet,8,adam,10,cifar10,GPU Util%,0.9932110091743119,0.006788990825688073,0.9651376146788991,1888.724523
GTX1080,googlenet,8,adam,10,cifar10,GPU Mem Util%,0.9932110091743119,0.006788990825688073,0.0,1888.724523
GTX1080,googlenet,8,adam,10,cifar10,GPU Memory,0.9944954128440368,0.005504587155963303,0.9944954128440368,1888.724523
GTX1080,googlenet,8,adam,10,cifar10,CPU Util%,0.3697247706422018,0.6302752293577981,0.0,1888.724523
GTX1080,googlenet,8,adam,20,cifar10,GPU Util%,0.9967162273100428,0.0032837726899571287,0.8112742862355194,3806.668769
GTX1080,googlenet,8,adam,20,cifar10,GPU Mem Util%,0.9965337954939342,0.0034662045060658577,0.0,3806.668769
GTX1080,googlenet,8,adam,20,cifar10,GPU Memory,0.997263522758369,0.0027364772416309403,0.997263522758369,3806.668769
GTX1080,googlenet,8,adam,20,cifar10,CPU Util%,0.6414302654382924,0.35856973456170754,0.0,3806.668769
GTX1080,googlenet,16,sgd,10,cifar10,GPU Util%,0.9928174235403151,0.007182576459684893,0.991890639481001,1496.58129
GTX1080,googlenet,16,sgd,10,cifar10,GPU Mem Util%,0.9925857275254866,0.0074142724745134385,0.0,1496.58129
GTX1080,googlenet,16,sgd,10,cifar10,GPU Memory,0.9939759036144579,0.006024096385542169,0.9939759036144579,1496.58129
GTX1080,googlenet,16,sgd,10,cifar10,CPU Util%,0.6962465245597775,0.3037534754402224,0.0,1496.58129
GTX1080,googlenet,16,sgd,20,cifar10,GPU Util%,0.9964053803339518,0.0035946196660482377,0.9957096474953617,2995.793416
GTX1080,googlenet,16,sgd,20,cifar10,GPU Mem Util%,0.9964053803339518,0.0035946196660482377,0.0,2995.793416
GTX1080,googlenet,16,sgd,20,cifar10,GPU Memory,0.9969851576994434,0.0030148423005565863,0.9969851576994434,2995.793416
GTX1080,googlenet,16,sgd,20,cifar10,CPU Util%,0.6935296846011132,0.3064703153988868,0.0,2995.793416
GTX1080,googlenet,16,adam,10,cifar10,GPU Util%,0.9916878319094897,0.008312168090510275,0.9905333641191411,1502.585
GTX1080,googlenet,16,adam,10,cifar10,GPU Mem Util%,0.99145693835142,0.008543061648580005,0.0,1502.585
GTX1080,googlenet,16,adam,10,cifar10,GPU Memory,0.9930731932579081,0.0069268067420918955,0.9930731932579081,1502.585
GTX1080,googlenet,16,adam,10,cifar10,CPU Util%,0.9967674901870238,0.0032325098129762178,0.0,1502.585
