GPU Util%,GPU Memory,CPU Util%
18,11769,7.3
17,11769,8.0
18,11769,8.0
19,11769,7.4
20,11769,8.3
19,11769,7.4
17,11769,8.1
19,11769,7.4
19,11769,7.7
17,11769,7.3
18,11769,7.4
18,11769,8.7
19,11769,7.7
18,11769,8.4
19,11769,8.3
19,11769,7.3
18,11769,8.1
18,11769,8.6
17,11769,7.7
19,11769,8.4
20,11769,8.6
21,11769,7.4
17,11769,9.0
17,11769,7.3
18,11769,7.7
17,11769,7.7
18,11769,7.7
19,11769,8.4
19,11769,7.7
18,11769,9.0
18,11769,7.7
18,11769,8.1
17,11769,8.7
20,11769,8.4
17,11769,8.4
20,11769,8.0
17,11769,8.4
17,11769,8.7
17,11769,7.7
16,11769,7.7
16,11769,7.4
17,11769,7.7
17,11769,7.7
17,11769,7.4
18,11769,8.0
17,11769,7.1
17,11769,8.6
16,11769,7.7
19,11769,7.6
17,11769,8.4
17,11769,7.7
17,11769,8.3
18,11769,7.8
18,11769,7.7
19,11769,7.7
17,11769,9.0
18,11769,8.4
18,11769,8.4
17,11769,8.0
16,11769,7.0
16,11769,8.0
17,11769,8.3
17,11769,8.0
16,11769,7.7
17,11769,8.0
17,11769,8.4
18,11769,8.6
17,11769,7.3
18,11769,8.1
18,11769,8.3
18,11769,8.6
18,11769,8.0
18,11769,8.9
19,11769,8.7
18,11769,8.0
18,11769,7.4
20,11769,7.8
21,11769,9.3
19,11769,8.7
17,11769,8.3
18,11769,9.0
18,11769,7.0
17,11769,7.4
18,11769,7.7
17,11769,8.3
17,11769,7.4
16,11769,7.4
16,11769,8.9
16,11769,7.7
17,11769,7.4
17,11769,7.0
16,11769,7.7
17,11769,8.3
17,11769,8.7
16,11769,8.0
17,11769,7.6
17,11769,7.7
17,11769,8.7
17,11769,8.3
17,11769,8.7
17,11769,7.4
18,11769,8.1
17,11769,10.2
18,11769,7.4
18,11769,8.4
17,11769,7.0
17,11769,8.3
17,11769,7.7
19,11769,7.0
16,11769,8.0
17,11769,7.0
18,11769,8.3
21,11769,8.0
19,11769,8.3
15,11769,8.3
16,11769,7.0
17,11769,8.7
16,11769,8.3
16,11769,7.7
17,11769,7.7
16,11769,8.7
16,11769,8.7
17,11769,7.7
17,11769,7.7
18,11769,7.7
21,11769,8.0
17,11769,7.4
18,11769,7.7
16,11769,6.7
17,11769,8.0
16,11769,7.7
16,11769,7.3
16,11769,8.7
17,11769,6.7
16,11769,8.6
17,11769,7.0
17,11769,7.1
17,11769,8.9
16,11769,8.0
16,11769,7.3
15,11769,8.6
16,11769,7.3
17,11769,8.0
17,11769,7.7
18,11769,7.7
18,11769,8.4
18,11769,9.2
17,11769,7.7
18,11769,7.7
17,11769,8.7
17,11769,8.0
17,11769,8.0
16,11769,8.0
17,11769,7.7
16,11769,8.0
17,11769,7.1
17,11769,7.4
20,11769,7.4
17,11769,8.9
18,11769,7.4
17,11769,8.3
16,11769,7.1
16,11769,8.7
16,11769,7.7
19,11769,8.7
19,11769,8.7
17,11769,8.0
16,11769,7.7
18,11769,8.3
17,11769,7.4
16,11769,9.6
16,11769,7.7
17,11769,7.7
16,11769,7.1
15,11769,7.1
17,11769,7.0
16,11769,8.3
19,11769,8.0
22,11769,7.2
25,11769,7.4
28,11769,8.2
27,11769,9.0
27,11769,9.0
25,11769,9.4
19,11769,7.7
17,11769,8.4
17,11769,7.0
17,11769,8.3
18,11769,8.0
17,11769,8.1
16,11769,7.7
16,11769,8.0
17,11769,8.0
17,11769,8.0
17,11769,7.3
16,11769,7.3
15,11769,8.4
16,11769,9.7
16,11769,8.0
16,11769,7.4
17,11769,8.6
16,11769,8.7
15,11769,8.0
16,11769,8.0
15,11769,7.7
16,11769,7.7
16,11769,7.7
16,11769,7.1
16,11769,8.0
16,11769,7.1
16,11769,7.7
17,11769,7.4
17,11769,9.0
16,11769,7.6
17,11769,7.7
18,11769,7.0
17,11769,8.7
16,11769,7.7
16,11769,8.0
17,11769,8.7
18,11769,8.0
18,11769,8.1
19,11769,8.0
21,11769,8.1
21,11769,7.3
17,11769,7.7
19,11769,7.4
19,11769,7.4
16,11769,8.4
15,11769,8.3
16,11769,8.0
15,11769,8.3
15,11769,7.3
16,11769,8.7
18,11769,7.4
15,11769,8.0
15,11769,6.8
16,11769,7.0
16,11769,7.7
19,11769,7.7
17,11769,7.7
15,11769,7.7
17,11769,8.0
18,11769,8.4
19,11769,10.5
18,11769,8.4
15,11769,7.6
15,11769,8.3
16,11769,8.0
15,11769,7.6
17,11769,7.3
15,11769,10.6
15,11769,7.7
17,11769,8.4
18,11769,7.7
15,11769,8.3
15,11769,8.6
15,11769,8.0
16,11769,9.0
15,11769,7.4
16,11769,7.6
19,11769,8.1
19,11769,7.7
16,11769,7.7
16,11769,7.4
17,11769,8.0
20,11769,8.1
18,11769,7.7
16,11769,7.7
15,11769,7.3
16,11769,7.0
15,11769,8.1
15,11769,7.3
15,11769,7.7
15,11769,8.9
15,11769,7.7
15,11769,7.4
15,11769,7.0
16,11769,8.1
16,11769,8.0
16,11769,7.7
16,11769,8.4
20,11769,8.4
24,11769,8.4
21,11769,7.1
17,11769,8.6
15,11769,7.3
16,11769,7.7
18,11769,8.3
23,11769,7.7
22,11769,7.7
15,11769,8.0
16,11769,8.6
16,11769,9.7
17,11769,7.7
18,11769,7.7
17,11769,7.7
15,11769,7.7
15,11769,7.7
15,11769,7.0
16,11769,7.7
17,11769,7.3
16,11769,9.0
15,11769,8.0
15,11769,8.3
16,11769,8.3
16,11769,8.0
15,11769,7.0
15,11769,7.0
15,11769,7.4
17,11769,7.3
16,11769,7.4
15,11769,7.4
16,11769,7.3
16,11769,8.0
17,11769,7.7
18,11769,8.4
19,11769,8.1
19,11769,7.7
15,11769,7.3
15,11769,7.7
15,11769,8.0
15,11769,8.0
15,11769,8.4
18,11769,8.7
15,11769,8.6
16,11769,7.7
15,11769,8.3
15,11769,8.0
15,11769,7.7
14,11769,8.0
15,11769,7.7
16,11769,8.0
16,11769,8.7
18,11769,8.3
17,11769,7.7
15,11769,7.0
15,11769,8.0
21,11769,8.0
15,11769,8.0
15,11769,7.7
16,11769,8.9
15,11769,8.4
15,11769,7.4
21,11769,8.7
28,11769,9.6
34,11769,8.8
29,11769,8.5
33,11769,9.0
31,11769,8.4
29,11769,8.5
25,11769,8.3
15,11769,8.0
14,11769,7.4
15,11769,6.7
14,11769,7.7
16,11769,7.7
16,11769,8.0
16,11769,6.7
14,11769,7.3
14,11769,7.7
14,11769,8.7
15,11769,8.0
15,11769,9.2
17,11769,7.4
15,11769,7.7
16,11769,8.7
15,11769,7.0
15,11769,7.7
14,11769,7.3
15,11769,8.4
14,11769,8.0
15,11769,7.4
15,11769,8.3
10,11769,6.3
0,11705,6.1
0,0,5.0
