GPU Util%,GPU Memory,CPU Util%
0,0,0.0
0,0,16.8
0,0,10.1
3,0,5.7
3,149,7.0
5,217,6.6
4,259,7.6
0,11693,6.9
1,11715,6.6
3,11769,6.9
19,11769,7.3
22,11769,7.0
20,11769,7.4
21,11769,8.0
24,11769,9.0
24,11769,8.7
26,11769,9.1
24,11769,7.7
26,11769,8.7
23,11769,8.1
23,11769,8.3
20,11769,8.1
20,11769,8.4
20,11769,8.0
20,11769,8.4
20,11769,8.3
22,11769,9.1
24,11769,8.7
24,11769,8.3
21,11769,8.4
24,11769,9.2
24,11769,6.8
23,11769,9.0
20,11769,9.3
22,11769,8.4
21,11769,8.7
22,11769,8.4
23,11769,8.0
22,11769,9.4
22,11769,8.4
22,11769,8.0
23,11769,8.5
22,11769,9.6
23,11769,9.3
21,11769,9.7
24,11769,8.7
22,11769,7.0
21,11769,8.4
22,11769,8.7
20,11769,10.2
21,11769,7.4
21,11769,8.6
22,11769,9.0
26,11769,9.1
37,11769,9.4
26,11769,8.0
22,11769,8.4
22,11769,7.4
21,11769,8.6
20,11769,9.6
21,11769,9.0
20,11769,8.3
21,11769,9.7
23,11769,8.1
22,11769,9.0
22,11769,8.4
19,11769,9.7
19,11769,7.7
20,11769,8.1
22,11769,9.2
22,11769,7.7
20,11769,8.3
19,11769,8.4
20,11769,7.7
19,11769,7.4
21,11769,7.7
22,11769,8.1
21,11769,9.3
21,11769,9.0
21,11769,8.3
21,11769,8.0
21,11769,8.7
21,11769,8.7
20,11769,8.4
21,11769,8.4
20,11769,7.7
19,11769,8.7
22,11769,8.0
20,11769,7.7
19,11769,8.7
20,11769,7.7
19,11769,8.7
21,11769,7.7
23,11769,8.2
21,11769,7.7
19,11769,8.0
20,11769,7.1
20,11769,8.4
19,11769,7.4
19,11769,8.4
19,11769,7.7
20,11769,7.4
20,11769,8.3
19,11769,8.7
20,11769,7.4
20,11769,8.4
21,11769,8.1
20,11769,8.0
20,11769,8.4
21,11769,8.3
20,11769,8.0
19,11769,8.6
19,11769,9.3
21,11769,9.4
21,11769,7.7
21,11769,8.4
19,11769,7.7
20,11769,8.4
19,11769,7.4
22,11769,8.4
22,11769,7.7
22,11769,8.4
25,11769,8.2
27,11769,9.3
25,11769,9.1
23,11769,7.7
25,11769,8.7
28,11769,8.4
28,11769,9.0
21,11769,8.3
19,11769,9.3
20,11769,8.1
21,11769,7.7
18,11769,8.7
19,11769,9.0
20,11769,7.8
22,11769,8.1
22,11769,9.7
28,11769,7.8
27,11769,7.8
26,11769,8.7
29,11769,8.1
20,11769,8.7
21,11769,8.1
22,11769,9.3
20,11769,8.3
20,11769,8.7
19,11769,8.3
19,11769,8.0
19,11769,8.8
21,11769,8.0
20,11769,9.0
21,11769,8.0
20,11769,8.0
20,11769,8.7
19,11769,7.3
19,11769,7.7
19,11769,8.1
19,11769,7.3
19,11769,7.1
21,11769,8.3
19,11769,8.4
19,11769,7.7
21,11769,8.3
20,11769,8.0
22,11769,8.4
19,11769,7.7
17,11769,8.3
18,11769,8.0
19,11769,7.7
20,11769,6.7
19,11769,7.1
19,11769,7.4
20,11769,7.7
18,11769,7.0
18,11769,8.1
19,11769,7.7
19,11769,8.7
18,11769,8.7
18,11769,7.7
19,11769,8.4
19,11769,7.4
20,11769,7.6
18,11769,7.7
19,11769,7.7
18,11769,8.4
19,11769,7.4
20,11769,7.4
20,11769,8.7
19,11769,7.7
18,11769,8.7
18,11769,6.7
18,11769,9.3
24,11769,10.0
26,11769,8.8
29,11769,7.4
27,11769,7.5
27,11769,8.3
25,11769,8.4
20,11769,9.0
18,11769,7.3
19,11769,8.1
19,11769,8.0
19,11769,8.4
19,11769,7.7
19,11769,8.7
19,11769,7.4
19,11769,7.8
22,11769,9.3
30,11769,8.5
33,11769,8.0
18,11769,7.0
21,11769,7.1
18,11769,7.0
18,11769,8.1
20,11769,8.3
19,11769,7.7
20,11769,8.4
19,11769,7.7
18,11769,7.7
20,11769,8.3
19,11769,7.4
19,11769,7.7
18,11769,7.1
18,11769,8.4
18,11769,8.0
17,11769,8.4
20,11769,7.7
17,11769,7.7
20,11769,7.4
19,11769,9.3
21,11769,9.3
20,11769,7.3
18,11769,7.4
17,11769,7.7
18,11769,7.4
18,11769,7.4
19,11769,8.4
21,11769,8.0
18,11769,9.0
20,11769,7.7
20,11769,9.0
19,11769,9.3
21,11769,8.4
21,11769,7.8
21,11769,8.4
23,11769,9.3
23,11769,8.1
24,11769,8.7
20,11769,8.3
17,11769,8.0
18,11769,7.7
17,11769,8.4
17,11769,8.0
17,11769,7.7
19,11769,8.0
20,11769,8.3
18,11769,8.0
18,11769,8.4
18,11769,9.0
19,11769,8.7
21,11769,9.4
20,11769,8.4
18,11769,8.0
19,11769,9.6
19,11769,8.0
19,11769,7.7
19,11769,7.9
17,11769,9.0
17,11769,7.7
17,11769,8.1
19,11769,8.3
18,11769,8.3
18,11769,8.3
19,11769,7.7
19,11769,8.3
17,11769,8.0
19,11769,9.0
17,11769,8.0
19,11769,8.4
18,11769,7.3
18,11769,7.0
17,11769,8.0
17,11769,7.7
18,11769,8.0
19,11769,8.1
20,11769,8.7
19,11769,8.0
